study_id,title,status,phase,enrollment
NCT05778461,Efficacy of L-ornithine L-aspartate and Therapeutic Plasma Exchange Versus Plasma Exchange Alone in Lowering Ammonia and Improving Outcomes in Pediatric Acute Liver Failure.,UNKNOWN,NA,32.0
NCT02707861,Ibalizumab Plus Optimized Background Regimen in Treatment-Experienced Patients With Multi-Drug Resistant HIV-1,COMPLETED,PHASE3,79.0
NCT00362661,Low-dose Cortisol in Chronic Posttraumatic Stress Disorder,TERMINATED,NA,20.0
NCT05315661,The Safety and The Efficacy Evaluation of ET-STEM in Patients With Frontotemporal Dementia,ACTIVE_NOT_RECRUITING,PHASE1,12.0
NCT02150161,Opioid vs. Opioid-free Anesthesia for Hip Arthroscopy,TERMINATED,PHASE3,53.0
NCT06514261,"Testing the Combination of an Anti-Cancer Drug, Iadademstat, With Other Anti-Cancer Drugs (Venetoclax and Azacitidine) for Treating AML",SUSPENDED,PHASE1,45.0
NCT05110742,Phase I/II Study of CD5 CAR Engineered IL15-Transduced Cord Blood-Derived NK Cells in Conjunction With Lymphodepleting Chemotherapy for the Management of Relapsed/Refractory Hematological Malignances,RECRUITING,PHASE1,64.0
NCT01304342,Sedation in Endoscopic Retrograde Cholangiopancreatography (ERCP) With or Without Opioids,COMPLETED,NA,180.0
NCT01078142,"Temsirolimus, Bendamustine and Rituximab for Relapsed Follicular Lymphoma or Mantle Cell Lymphoma",COMPLETED,PHASE1,39.0
NCT00004686,Phase II Randomized Study of Glucocorticoids With or Without Methotrexate for Treatment of Giant Cell Arteritis,COMPLETED,PHASE2,300.0
NCT03010670,Oxytocin and Interpersonal Motor Resonance,COMPLETED,PHASE4,27.0
NCT01000870,Safety and Efficacy of Positron Emission Tomography Imaging With MNI-513,TERMINATED,EARLY_PHASE1,6.0
NCT05201170,"A Phase 3, Multi-Center Study Evaluating PL9643 in Patients with Dry Eye",COMPLETED,PHASE3,575.0
NCT04878770,NMF-CsA-Dupi Trial,UNKNOWN,NA,318.0
NCT03936270,Palbociclib Plus Letrozole Treatment After Progression to Second Line Chemotherapy for Women With ER/PR-positive Ovarian Cancer,COMPLETED,PHASE2,43.0
NCT03681470,Aczone Gel 7.5% in the Treatment of Acne Vulgaris in Patients With Skin of Color,COMPLETED,PHASE4,20.0
NCT02259361,Efficacy of Dalfampridine on Upper Extremity Function in Patients With MS,UNKNOWN,PHASE4,30.0
NCT01982942,"Safety, Tolerability and Activity Study of Ibudilast in Subjects With Progressive Multiple Sclerosis",COMPLETED,PHASE2,255.0
NCT00284986,Safety and Efficacy of Prochymal for the Salvage of Treatment-Refractory Acute GVHD Participants,COMPLETED,PHASE2,11.0
NCT01040286,The Efficacy and Safety of Flurbiprofen Chip Versus Chlorhexidine Chip (Periochip®) in Therapy of Adult Chronic Periodontitis,COMPLETED,PHASE2,
NCT03948386,3 Local Anesthetics for Spinal Anesthesia in Primary Total Hip Arthroplasty,COMPLETED,PHASE4,159.0
NCT02246270,Recurrent Urinary Tract Infections and Heparin (RUTIH Trial),COMPLETED,EARLY_PHASE1,34.0
NCT01266135,Safety and Efficacy of QAX576 in Patients With Idiopathic Pulmonary Fibrosis (IPF),TERMINATED,PHASE2,40.0
NCT02740335,"Study of Octaplex, a Four-factor Prothrombin Complex Concentrate (4F-PCC) and Beriplex® P/N (Kcentra) for the Reversal of Vitamin K Antagonist (VKA) Induced Anticoagulation in Patients Needing Urgent Surgery With Significant Bleeding Risk.",COMPLETED,PHASE3,208.0
NCT06724835,Treating Nectin-4-positive Advanced Breast Cancer with XKDCT293 (Nectin-4-CAR-T),UNKNOWN,PHASE1,18.0
NCT04325035,The Safety and Efficacy of Istaroxime for Pre-Cardiogenic Shock,COMPLETED,PHASE2,90.0
NCT05032235,Safety and Pharmacokinetics of Fluzoparib in Healthy Subjects and Those With Impaired Kidney Function,COMPLETED,PHASE1,24.0
NCT01640535,Efficacy and Safety of Concomitant Montelukast Sodium and Levocetirizine Dihydrochloride in Perennial Allergic Rhinitis (PAR) Patients,COMPLETED,PHASE3,283.0
NCT03937635,"Lenalidomide, and Dexamethasone With or Without Daratumumab in Treating Patients With High-Risk Smoldering Myeloma",RECRUITING,PHASE3,288.0
NCT03398135,A Study to Assess the Efficacy and Safety of Risankizumab in Participants With Ulcerative Colitis,ACTIVE_NOT_RECRUITING,PHASE3,1242.0
NCT06713135,A Study on Safety and Effectiveness of Long-term Treatment With Vamorolone in Boys With Duchenne Muscular Dystrophy,ACTIVE_NOT_RECRUITING,PHASE4,80.0
NCT04373317,Pimavanserin vs. Quetiapine for Treatment of Parkinson's Psychosis,RECRUITING,PHASE4,358.0
NCT05614817,CBP-201 in Adolescent and Adult Patients With Moderate-to-severe Atopic Dermatitis,WITHDRAWN,PHASE3,0.0
NCT00212017,Assessment of an Alpha-glucosidase Inhibitor to Block Cardiac Events in Patients With MI and IGT,TERMINATED,NA,3000.0
NCT04477317,Anesthetic Efficacy of %4Alexadricaine Versus %2 Mepicaine-L in Children,COMPLETED,PHASE3,10.0
NCT04742517,A Study of MA-0217 (ASP1128) in Healthy Adult Subjects and Healthy Elderly Subjects,COMPLETED,PHASE1,102.0
NCT03808740,Orthostatic Intolerance After Bariatric Surgery,TERMINATED,PHASE1,10.0
NCT00557440,Investigation of the 24 Hour Forced Expiratory Flow in 1 Second (FEV1) Profile of a Single Dose of Indacaterol/Mometasone Delivered Via the TWISTHALER® Device in Adult Patients With Persistent Asthma,COMPLETED,PHASE2,37.0
NCT06565689,"A Study to Evaluate the Safety, Tolerability, Pharmacokinetics, and Preliminary Efficacy of YK012",RECRUITING,PHASE1,48.0
NCT06045689,A Study to Assess Luspatercept in Lower-risk Myelodysplastic Syndrome Participants,ACTIVE_NOT_RECRUITING,PHASE3,106.0
NCT01021189,"Study to Assess Safety, Tolerability and Pharmacokinetics After Single and Multiple Doses of AZD1446 to Japanese Subject",COMPLETED,PHASE1,97.0
NCT07626489,Pre-incisional Infiltration With Ropivacaine Plus Diprospan for Relieving Postoperative Pain After Thoracoscopic Surgery,RECRUITING,NA,100.0
NCT04372589,Antithrombotic Therapy to Ameliorate Complications of COVID-19 (ATTACC),COMPLETED,PHASE2,1200.0
NCT07229768,"Clinical Study of 177Lu-CTR-FAPI In the Treatment of Patients With Advanced, Metastatic Solid Tumors",RECRUITING,EARLY_PHASE1,4.0
NCT01489189,Prompt Panretinal Photocoagulation Versus Ranibizumab+Deferred Panretinal Photocoagulation for Proliferative Diabetic Retinopathy,COMPLETED,PHASE3,305.0
NCT06560268,Low Flow Anesthesia in Children Undergoing Strabismus Surgery,NOT_YET_RECRUITING,PHASE4,150.0
NCT06157450,Pharmacokinetics of ZSP1273 in Elder Participants,COMPLETED,PHASE1,32.0
NCT04195074,Three Types of Nucleotide/Nucleoside Analogues Therapy in Patients With Chronic Hepatitis b,UNKNOWN,NA,300.0
NCT03676374,Prucalopride Treatment for Refractory Gastro-esophageal Reflux Disease,UNKNOWN,PHASE4,60.0
NCT02768974,"Open Label Study to Assess Safety, PK and Explore Efficacy of OPRX-106 in Patients With Active Mild to Moderate Ulcerative Colitis",UNKNOWN,PHASE2,20.0
NCT03831191,A Study of LY3375880 in Adults With Moderate-to-Severe Atopic Dermatitis,TERMINATED,PHASE2,136.0
NCT01013818,A Study of HGS1029 in Subjects With Relapsed or Refractory Lymphoid Malignancies,TERMINATED,PHASE1,11.0
NCT00318474,Mycophenolate Mofetil (MMF) in Patients With IgA Nephropathy,TERMINATED,PHASE3,184.0
NCT04408118,"First Line Atezolizumab, Paclitaxel, and Bevacizumab (Avastin®) in mTNBC",COMPLETED,PHASE2,100.0
NCT05874518,Clinical Observation of Warm Needling Combined With and Electroacupuncture Therapy on Ovulatory Dysfunction,COMPLETED,NA,70.0
NCT02647918,Study to Evaluate Sotagliflozin in Subjects With Varying Degrees of Renal Function,COMPLETED,PHASE1,50.0
NCT00143390,Aromasin Vs Arimidex Study As Initial Hormonal Therapy In Postmenopausal Women With Advanced/Recurrent Breast Cancer,COMPLETED,PHASE3,298.0
NCT05549297,Tebentafusp Regimen Versus Investigator's Choice in Previously Treated Advanced Melanoma (TEBE-AM),RECRUITING,PHASE3,540.0
NCT01706510,Antiplatelet Effects of Ticagrelor Versus Clopidogrel in American Indian Patients,COMPLETED,PHASE4,28.0
NCT01283997,Prevention of Treatment Induced Neuropathy in Multiple Myeloma,COMPLETED,PHASE2,79.0
NCT04570410,Primary Excision Combined With Preoperative Neoadjuvant and Adjuvant Therapy for Oligometastasis of Urothelial Carcinoma,COMPLETED,PHASE2,30.0
NCT01177410,Mesalamine Granules for Irritable Bowel Syndrome (IBS) With Diarrhea,COMPLETED,PHASE2,148.0
NCT04890613,"Study of CX-5461 in Patients With Solid Tumours and BRCA1/2, PALB2 or Homologous Recombination Deficiency (HRD) Mutation",RECRUITING,PHASE1,52.0
NCT02072213,A PK Study GL2702 GLARS-NF1 and Omix Ocas® in Healthy Male Volunteers,COMPLETED,PHASE1,36.0
NCT02419313,Investigation of the Efficacy and Safety of IncobotulinumtoxinA (Xeomin) in Parkinson's Tremor: A Customized Approach,COMPLETED,PHASE2,33.0
NCT00656513,Acupuncture-Like Transcutaneous Electrical Nerve Stimulation (ALTENS) or Pilocarpine in Treating Early Dry Mouth in Patients Undergoing Radiation Therapy for Head and Neck Cancer,COMPLETED,PHASE2,196.0
NCT04760860,Terazosin for Dementia With Lewy Bodies,NOT_YET_RECRUITING,PHASE1,40.0
NCT04860960,Phase 3 Study to Evaluate Intravenous Trappsol(R) Cyclo(TM) in Pediatric and Adult Patients With Niemann-Pick Disease Type C1,UNKNOWN,PHASE3,94.0
NCT00108420,Prazosin Treatment for Combat Trauma PTSD (Post-Traumatic Stress Disorder) Nightmares and Sleep Disturbance,COMPLETED,PHASE4,
NCT00911820,"Cisplatin, Irinotecan and Bevacizumab (PCA) Versus Docetaxel, Cisplatin, Irinotecan and Bevacizumab (TPCA) in Metastatic Esophageal and Gastric Cancer",COMPLETED,PHASE2,88.0
NCT04799782,Role of Mirtazapine in Ameliorating Sleep Disordered Breathing,COMPLETED,PHASE2,18.0
NCT00531882,Pilot Mouthwash Study of Pioglitazone and Simvastatin in Healthy Volunteers,COMPLETED,NA,25.0
NCT04901923,"A Study to Evaluate Safety, Pharmacokinetics, Pharmacodynamics, Food Effects, and Drug-drug Interactions of ACP-196 in Healthy Participants",COMPLETED,PHASE1,59.0
NCT03207724,Study of Onivyde and 5-FU in Combination With Xilonix for Pancreatic Cancer With Cachexia,COMPLETED,PHASE1,16.0
NCT01208324,Estrogen and Serotonin on Changing Brain Chemistry,COMPLETED,NA,47.0
NCT01125124,Safety and Effectiveness Study for Pleurodesis With Silver Nitrate in Malignant Pleural Effusion,UNKNOWN,PHASE2,60.0
NCT02736123,Neoadjuvant Combination Biotherapy With Ipilimumab and Nivolumab or Nivolumab Alone,WITHDRAWN,PHASE1,0.0
NCT03462459,Efficacy of Oral Vancomycin Prophylaxis for Prevention of Recurrent Clostridium Difficile Infection,COMPLETED,PHASE2,79.0
NCT07462559,"KF2025#1 Trial: Ketamine, Cannabidiol and Cobicistat Interaction Study",NOT_YET_RECRUITING,PHASE1,12.0
NCT07475559,JSKN016HC in Patients With Advanced or Metastatic Solid Malignant Tumors,NOT_YET_RECRUITING,PHASE1,42.0
NCT02966080,Fixed Low-dose Heparin Versus Standard Adjusted-dose Heparin Infusion in Adults Receiving Venovenous ECMO With a Heparin Bonded Circuit.,WITHDRAWN,NA,0.0
NCT04220996,Vortioxetine in Patients With Depression Coexisting With General Anxiety Disorder (GAD),COMPLETED,PHASE4,100.0
NCT04241380,Anticoagulation Medicine in Surgical Repair for Total Anomalous Pulmonary Venous Connection,UNKNOWN,NA,150.0
NCT07058779,"Safety, Tolerability, PK and PD of SSS55 in Healthy Subjects",RECRUITING,PHASE1,26.0
NCT02061280,Use of Mobile Devices and the Internet to Streamline an Asthma Clinical Trial,COMPLETED,PHASE4,108.0
NCT03423979,Optilume™ BPH Prostatic Drug Coated Balloon Dilation Catheter,COMPLETED,PHASE2,80.0
NCT00255879,Movement Disorders Caused by Antipsychotic Drugs in Older Patients,COMPLETED,PHASE1,250.0
NCT07082179,A Prospective Phase II Clinical Study of Immunotherapy Combined With Chemotherapy for Stage III Unresectable Non-small Cell Lung Cancer,RECRUITING,PHASE2,33.0
NCT01152996,Safety and Tolerability of Vortioxetine (LuAA21004) - Open Label Extension Study,COMPLETED,PHASE3,1075.0
NCT00005596,Combination Chemotherapy in Treating Children With Newly Diagnosed Acute Lymphoblastic Leukemia,COMPLETED,PHASE3,1076.0
NCT00002096,A Phase I Pharmacokinetic Study in HIV-Positive Subjects of Oral Ganciclovir and Concomitant Antiretroviral Zidovudine and Didanosine,COMPLETED,PHASE1,24.0
NCT00597896,Cognitive Enhancement in Bipolar Disorder,COMPLETED,PHASE4,50.0
NCT01484496,A Study of Belimumab Administered Subcutaneously in Subjects With Systemic Lupus Erythematosus (SLE),COMPLETED,PHASE3,839.0
NCT05537896,Prospective Evaluation of Xerava Prophylaxis in Hematological Malignancy Patients With Prolonged Neutropenia,RECRUITING,PHASE2,55.0
NCT00000896,A Study to Compare the Effectiveness of a Four Drug Anti-HIV Regimen Given Alone or in Combination With GM-CSF or IL-12 to HIV-Positive Patients,COMPLETED,NA,24.0
NCT00462696,MRI in Evaluating Early Response to Chemotherapy in Women With Infiltrating Breast Cancer,COMPLETED,NA,16.0
NCT02878096,Bioavailability of [14C]-SK-1404 ADME & IV Microtracer Study,COMPLETED,PHASE1,6.0
NCT07022496,Assessment of Oral Caffeine Intake in Changing the Severity of Acute Migraine Attack Using VAS Score Among Patients Attending Headache and Neurology Outpatients Clinic of Ainshams University Hospitals,RECRUITING,PHASE4,120.0
NCT00044889,Phase II Study of Clofarabine in Adult Patients With Refractory or Relapsed Acute Myelogenous Leukemia,COMPLETED,PHASE2,40.0
NCT06773117,Phase III Trial of Susu Zhike Granules in Children With Cold-cough Syndrome for Acute Cough Treatment,NOT_YET_RECRUITING,PHASE3,360.0
NCT00856817,Heme Oxygenase (HO) Activity and Adenosine Induced Vasodilation,TERMINATED,PHASE4,6.0
NCT05519917,Study to Evaluate the Efficacy of Afatinib in Skull Base Chordoma,UNKNOWN,PHASE2,20.0
NCT00361868,Fenofibrate and Metformin Fixed Combination vs Rosiglitazone - FAME ROSI,TERMINATED,PHASE3,88.0
NCT01542268,Effect of Pentoxifylline on Tight Junctions (TJs) of Intestinal Mucosa in Patients With Irritable Bowel Syndrome(IBS),UNKNOWN,PHASE4,59.0
NCT00684268,Intravenous Silibinin in Combination With Peg-interferon and Ribavirin in Nonresponders,COMPLETED,PHASE2,70.0
NCT04720768,"Encorafenib, Binimetinib and Palbociclib in BRAF-mutant Metastatic Melanoma CELEBRATE",UNKNOWN,PHASE1,78.0
NCT02603068,Oral Treprostinil in Subjects With Pulmonary Hypertension Associated With Pulmonary Fibrosis,WITHDRAWN,PHASE2,0.0
NCT05586568,Drug-drug Interaction Study of XZP-3621 Tablet,UNKNOWN,PHASE1,72.0
NCT04226950,Pegylated Interferon Alfa-2b Versus Interferon Alfa Therapy in Childhood and Adolescent Essential Thrombocythemia,UNKNOWN,PHASE2,40.0
NCT01862250,Safety of Clonidine in Infants With Hypoxic Ischemic Encephalopathy During Therapeutic Hypothermia,COMPLETED,PHASE1,13.0
NCT00471991,Valette (Combined Oral Contraceptive SH T04769G and SH D00659AF) Low Ovulation Inhibition,COMPLETED,PHASE2,60.0
NCT01543074,Dietary Histone Deacetylase Inhibitors (HDAC),TERMINATED,NA,23.0
NCT02711891,Topical Loperamide Gel for Pain Reduction During Repeat Finger Lancing,COMPLETED,EARLY_PHASE1,34.0
NCT03671174,Immunosuppressant Regimens for Living Fetuses Study,UNKNOWN,NA,420.0
NCT03204318,SPIRIT 1: Efficacy and Safety Study of Relugolix in Women With Endometriosis-Associated Pain,COMPLETED,PHASE3,638.0
NCT00353418,A Study of PEGASYS (Peginterferon Alfa-2a (40KD)) Plus COPEGUS (Ribavirin) in Patients With Chronic Hepatitis C (CHC) Genotype 1 and Human Immunodeficiency Virus-1 (HIV-1) Co-infection,COMPLETED,PHASE4,415.0
NCT00734890,Vandetanib and Bevacizumab in Treating Patients With Advanced Solid Tumors or Lymphoma,COMPLETED,PHASE1,18.0
NCT07194590,Equol and Vascular Function in Women With Chronic Kidney Disease,RECRUITING,PHASE2,74.0
NCT00699790,Proof of Confidence Study of CCR2 Antagonist (BMS-741672) in Insulin Resistance,COMPLETED,PHASE2,58.0
NCT03093090,"Evaluating Predictive Methods & Product Performance in Healthy Adults for Pediatric Patients, A Case Study: Furosemide",WITHDRAWN,PHASE1,0.0
NCT07545590,A Study of Eltrekibart (LY3041658) in Healthy Participants,RECRUITING,PHASE1,60.0
NCT04909697,Treatment of ARDS With Sivelestat Sodium,COMPLETED,PHASE4,324.0
NCT01820897,Efficacy of Fosfomycin-Trometamol in Urinary Tract Infection Prophylaxis After Kidney Transplantation,COMPLETED,PHASE4,130.0
NCT07443397,Anlotinib Plus Whole-Brain Radiotherapy for Brain Metastases in SCLC Patients.,RECRUITING,PHASE3,134.0
NCT03737110,Study to Assess the Efficacy and Safety of Rilonacept Treatment in Participants With Recurrent Pericarditis,COMPLETED,PHASE3,86.0
NCT02192710,Reduction of Preoperative Anxiety in Children: Electronic Tab vs Midazolam,COMPLETED,PHASE3,118.0
NCT03590613,Phase I Study of GSK2982772 in Japanese Healthy Male Participants,COMPLETED,PHASE1,13.0
NCT00153660,Celecoxib Versus Naproxen for Prevention of Recurrent Ulcer Bleeding in Arthritis Patients,COMPLETED,PHASE3,514.0
NCT00303810,"Radiation Therapy and Combination Chemotherapy in Treating Young Patients With Medulloblastoma, Supratentorial Primitive Neuroectodermal Tumor, or Ependymoma",COMPLETED,NA,567.0
NCT00650910,Study To Examine The Effects Of Lapatinib On The Pharmacokinetics Of Digoxin In Subjects w/ ErbB2 Positive Breast Cancer,COMPLETED,PHASE1,17.0
NCT07028710,Early Luteal Phase Progesterone Kinetics After hCG-Induced Ovulation in Modified Natural Cycle,RECRUITING,NA,40.0
NCT01484210,Single Dose Study of the Fluticasone/Salmeterol (500/50 μg) Administered With Elpenhaler® Versus Diskus®,COMPLETED,PHASE3,28.0
NCT04555213,A Dose Escalation and Dose Expansion Study of NOX66 in the Treatment of COVID-19,COMPLETED,PHASE1,41.0
NCT00004213,3-Aminopyridine-2-carboxaldehyde Thiosemicarbazone in Treating Patients With Solid Tumors,COMPLETED,PHASE1,
NCT06627413,"Safety, Tolerability, and Pharmacokinetics of Lumateperone Long-Acting Injectable Formulations in Patients With Schizophrenia or Schizoaffective Disorder",COMPLETED,PHASE1,52.0
NCT00452660,Evaluation the Effect of Exjade on Oxidative Stress in Low Risk Myelodysplastic Syndrome Patients With Iron Over Load,COMPLETED,PHASE4,21.0
NCT04387760,Favipiravir vs Hydroxychloroquine vs Control in COVID -19,COMPLETED,PHASE2,150.0
NCT01850420,A Study of IMC-1 In Patients With Fibromyalgia,COMPLETED,PHASE2,143.0
NCT04294160,A Study of Select Drug Combinations in Adult Patients With Advanced/Metastatic BRAF V600 Colorectal Cancer,TERMINATED,PHASE1,122.0
NCT06223360,A Trial to Evaluate the Safety and Efficacy of Benfotiamine in Patients With Early Alzheimer's Disease (BenfoTeam),ACTIVE_NOT_RECRUITING,PHASE2,406.0
NCT00402220,A Double-blind Sham Controlled Trial of rTMS in Treatment Resistant Major Depression,COMPLETED,NA,67.0
NCT03454620,"A Study to Assess Safety, Efficacy, Immunogenicity, PK of GC1118 With Combination Chemotherapy",COMPLETED,PHASE1,53.0
NCT03467620,Cannabidiol Usage as an Adjunct Therapy for Crohn's Disease,WITHDRAWN,PHASE2,0.0
NCT00446420,"Cognitive Impairment Following Sedation for Colonoscopy With Propofol, Midazolam and Fentanyl Combinations",COMPLETED,PHASE4,200.0
NCT01522820,Vaccine Therapy With or Without Sirolimus in Treating Patients With NY-ESO-1 Expressing Solid Tumors,COMPLETED,PHASE1,18.0
NCT00949182,Sorafenib Tosylate Before and After Hepatic Arterial Chemoembolization With Doxorubicin Hydrochloride and Mitomycin C in Treating Patients With Localized Liver Cancer That Cannot Be Removed by Surgery,COMPLETED,PHASE2,20.0
NCT03774082,"Activity, Safety and Pharmacokinetics in Pediatric Subjects With Moderate and Severe Chronic Graft vs. Host Disease After Allogeneic Stem Cell Transplant",COMPLETED,PHASE2,46.0
NCT06449482,Selinexor、Venetoclax and Azactidine in the Treatment of ND AML Patients Who Are Not Eligible for Intense Chemotherapy,TERMINATED,PHASE1,6.0
NCT00738582,An Efficacy Study of MORAb-009 (Amatuximab) in Subjects With Pleural Mesothelioma,COMPLETED,PHASE2,89.0
NCT01641224,"A Randomized, Double-blind, and Placebo-controlled Study on the Treatments of Irritable Bowel Syndrome",UNKNOWN,NA,800.0
NCT01456624,Phase 1 Study of Daewon-ES(B) & Megace in Healthy Male Volunteers Under Fasting and Fed Condition,COMPLETED,PHASE1,56.0
NCT00358423,"The Effect of Macugen in Patients With Chronic, Post-Operative Cystoid Macular Edema",TERMINATED,PHASE1,1.0
NCT00096382,"Cyclophosphamide, Fludarabine, and Total-Body Irradiation Followed By Cellular Adoptive Immunotherapy, Autologous Stem Cell Transplantation, and Interleukin-2 in Treating Patients With Metastatic Melanoma",COMPLETED,PHASE2,34.0
NCT06710782,Transcutaneous Pulsed Radiofrequency Application Plus Genicular Nerve Block Versus Intraarticular Hyaluronic Acid Injection for Management of Chronic Pain in Knee Osteoarthritis.,COMPLETED,NA,80.0
NCT05013424,A Study of OnabotulinumtoxinA X Injection in Adult Participants With Glabellar Lines,COMPLETED,PHASE2,92.0
NCT05407324,Dazucorilant in Patients With Amyotrophic Lateral Sclerosis,RECRUITING,PHASE2,279.0
NCT00223223,Levetiracetam for Neuroprotection Against Corticosteroid-induced Hippocampal Dysfunction: A Proof of Concept Study,COMPLETED,PHASE4,30.0
NCT01619423,A Trial of PledOx + FOLFOX6 Compared to Placebo + FOLFOX6 in Patients With Metastatic Colorectal Cancer,COMPLETED,PHASE1,186.0
NCT03881423,Deep vs Moderate Neuromuscular Blockade in Day Case Laparoscopic Cholecystectomy.,COMPLETED,PHASE4,80.0
NCT00827359,Biomarker Trial of Everolimus in Patients With Advanced Renal Cell Carcinoma,COMPLETED,PHASE2,25.0
NCT04762459,Efficacy and Safety of Almonertinib Combined With or Without Chemotherapy as an Adjuvant Treatment for Stage II-IIIA Non-small Cell Lung Carcinoma Following Complete Tumour Resection,ENROLLING_BY_INVITATION,PHASE3,606.0
NCT06826859,Daily Aspirin vs Split Dosing in High-risk Pregnancies (DASH),RECRUITING,PHASE1,400.0
NCT00359359,A Study of a New Chemotherapy Agent in Combination With Cisplatin to Treat Small Cell Lung Cancer,COMPLETED,PHASE1,26.0
NCT04464759,A Study of Nivolumab and Hydroxychloroquine or Nivolumab/Ipilimumab and Hydroxychloroquine in Advanced Melanoma,ACTIVE_NOT_RECRUITING,PHASE1,41.0
NCT00570180,Combination Bortezomib-containing Regimens in Newly Diagnosed Patients With t (4; 14) Positive Multiple Myeloma,COMPLETED,PHASE2,36.0
NCT03109080,Olaparib & Radiation Therapy for Patients Triple Negative Breast Cancer (TNBC),COMPLETED,PHASE1,24.0
NCT00935480,IntensVIH: Impact Of Therapy Intensification By An Integrase Inhibitor +/- CCR5 Inhibitor On The Lymphoid Reservoir For Hiv-1 In Chronically Infected Patients,COMPLETED,PHASE3,17.0
NCT03340779,Norepinephrine vs Norepinephrine and Dobutamine in Cardiogenic Shock,UNKNOWN,PHASE3,40.0
NCT05752279,Balanced Multi-Electrolyte Solution Versus Saline Trial for Diabetic KetoAcidosis,RECRUITING,PHASE3,680.0
NCT02460679,Safety and Biomarker Study of EPI-589 in Participants With Amyotrophic Lateral Sclerosis (ALS),COMPLETED,PHASE2,19.0
NCT03540979,Endometrial Preparation in Frozen Embryo Transfer Cycles,UNKNOWN,NA,100.0
NCT00484679,Adrenal Function and Use of Intralesional Triamcinolone Acetonide 10 mg/mL (Kenalog-10) in Patients With Alopecia Areata,COMPLETED,PHASE2,18.0
NCT03283696,"A Study of Olaratumab (LY3012207), Doxorubicin, and Ifosfamide in Participants With Advanced or Metastatic Soft Tissue Sarcoma",COMPLETED,PHASE1,24.0
NCT04409262,A Study to Evaluate the Efficacy and Safety of Remdesivir Plus Tocilizumab Compared With Remdesivir Plus Placebo in Hospitalized Participants With Severe COVID-19 Pneumonia,COMPLETED,PHASE3,649.0
NCT01451762,A Dose Ranging Effect of Preoperative Diphenhydramine on Postoperative Quality of Recovery After Ambulatory Surgery,COMPLETED,NA,90.0
NCT01469988,The VO2 Increase With Testosterone Addition - Heart Failure (VITA-HF) Trial,TERMINATED,PHASE2,318.0
NCT03439488,"A Study of Orally Administered JNJ-440 to Evaluate the Safety, Tolerability, and Pharmacokinetics After Single Ascending Doses Including Food Effect Evaluation; After Multi-Day Dosing in Healthy Participants; and After Multiple (Ascending) Doses in Participants With Chronic Hepatitis B",COMPLETED,PHASE1,130.0
NCT07522788,Comparison Between Efficacy of Topical Tranexamic Acid Vs Topical Ethyl Ascorbic Acid In Treatment Of Melasma,NOT_YET_RECRUITING,PHASE4,128.0
NCT04163588,Sequential Nephron Blockade in Acute Heart Failure,UNKNOWN,PHASE3,310.0
NCT03856788,Unilateral TAP Block for Laparoscopic Gastric Sleeve Surgery,COMPLETED,PHASE4,43.0
NCT06272903,Effect of Benzocaine 20% Topical Anesthesia on Pain Levels When Placing Separators in Children Receiving Hall Technique Crowns,COMPLETED,EARLY_PHASE1,32.0
NCT01757327,LDE225 in Treating Patients With Stage II-III Estrogen Receptor- and HER2-Negative Breast Cancer,WITHDRAWN,PHASE2,0.0
NCT06911242,A Comparison of the Pharmacokinetic Properties of ARN-75039 Tablets With Excipients to Neat ARN-75039 in Hydroxypropyl Methylcellulose (HPMC) Capsules in Healthy Adult Participants Under Fed Conditions,COMPLETED,PHASE1,16.0
NCT00051142,A Safety and Efficacy Study of Travoprost 0.004% Compared to Latanoprost 0.005% in Patients With Open-Angle Glaucoma (OAG) or Ocular Hypertension (OHT),COMPLETED,PHASE3,
NCT07056842,"This is an Open-label, Non-randomized Study to Assess the Pharmacokinetics (PK) of VCT220 in Healthy Volunteers When Administered With Rifampin or Itraconazole",COMPLETED,PHASE1,32.0
NCT00585442,Effects of Vitamin D on Renin Expression in Hypertensive Patients,TERMINATED,EARLY_PHASE1,12.0
NCT05949008,"Effect of Metformin, a Drug Used to Treat Diabetes, vs Placebo",ACTIVE_NOT_RECRUITING,PHASE4,150.0
NCT03891108,"A Pharmacokinetics, Safety and Tolerability Study of Multiple Formulations of BMS-986231 in Healthy Participants",COMPLETED,PHASE1,60.0
NCT02362035,"ACP-196 (Acalabrutinib) in Combination With Pembrolizumab, for Treatment of Hematologic Malignancies",COMPLETED,PHASE1,161.0
NCT03158935,The ACTIVATE (Adoptive Cell Therapy InVigorated to Augment Tumor Eradication) Trial,COMPLETED,PHASE1,8.0
NCT01198535,Phase I Study of Cetuximab With RO4929097 in Metastatic Colorectal Cancer,TERMINATED,PHASE1,60.0
NCT03175835,Study to Evaluate the Drug Interaction Between CKD-519 and Rosuvastatin in Healthy Male Subjects,COMPLETED,PHASE1,30.0
NCT04231435,"Influence of Fedratinib on the Pharmacokinetics of the Transporter Probe Substrates Digoxin, Rosuvastatin, and Metformin",COMPLETED,PHASE1,24.0
NCT07629635,Migraine Headaches Elimination With Patent Foramen Ovale-Directed Therapy,NOT_YET_RECRUITING,PHASE3,32.0
NCT00033735,Irofulven Compared With Fluorouracil in Treating Patients With Pancreatic Cancer,COMPLETED,PHASE3,158.0
NCT00195676,Efficacy and Safety of Adalimumab in Subjects With Moderate to Severe Chronic Plaque Psoriasis,COMPLETED,PHASE3,1469.0
